16200,S,,,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No
24857,M,,,3,High School,Professional,Yes,4,0-1 Miles,Europe,52,No
26956,S,,,0,Partial College,Manual,No,1,2-5 Miles,Europe,36,Yes
14517,M,,,3,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,No
12678,S,,,4,High School,Management,Yes,4,0-1 Miles,Pacific,31,No
16188,S,,,0,Partial High School,Manual,No,2,1-2 Miles,Europe,26,No
27969,M,,,0,Bachelors,Professional,Yes,2,10+ Miles,Pacific,29,Yes
15752,M,,,2,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Yes
27745,S,,,2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,63,Yes
20828,M,,,4,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Yes
19461,S,,,4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,40,No
26941,M,,,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
28412,S,,,0,High School,Manual,No,1,2-5 Miles,Europe,29,No
24485,S,,,2,Bachelors,Management,No,1,5-10 Miles,Pacific,52,Yes
16514,S,,,0,Partial College,Manual,Yes,1,1-2 Miles,Pacific,26,Yes
17191,S,,,3,Partial College,Professional,No,3,0-1 Miles,Europe,51,Yes
19608,M,,,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,40,No
24119,S,,,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
25458,M,,,1,High School,Manual,No,1,1-2 Miles,Europe,40,Yes
26886,S,,,0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Yes
28436,S,,,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,Yes
19562,S,,,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,37,Yes
15608,S,,,0,Partial College,Clerical,No,1,2-5 Miles,Europe,33,No
16487,S,,,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,No
17197,S,,,5,Partial College,Professional,Yes,2,10+ Miles,Europe,62,No
12507,M,,,1,Partial College,Clerical,Yes,1,0-1 Miles,Europe,43,No
23940,M,,,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,44,Yes
19441,M,,,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,25,Yes
26852,M,,,3,High School,Manual,Yes,2,0-1 Miles,Europe,43,No
12274,S,,,2,High School,Manual,Yes,0,0-1 Miles,Europe,35,No
20236,S,,,3,Bachelors,Professional,No,2,0-1 Miles,Pacific,43,Yes
24149,M,,,2,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,No
26139,S,,,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,No
18491,S,,,2,High School,Professional,Yes,2,5-10 Miles,Pacific,49,Yes
22707,S,,,0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No
20430,M,,,2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Yes
27494,S,,,2,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,53,Yes
26829,M,,,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
28395,S,,,0,Bachelors,Professional,No,0,0-1 Miles,Europe,39,Yes
21006,S,,,1,Partial College,Manual,No,0,0-1 Miles,Europe,46,Yes
14682,S,,,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,No
17650,S,,,2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,35,No
29191,S,,,1,Graduate Degree,Management,No,1,0-1 Miles,Pacific,36,Yes
15030,M,,,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,26,Yes
24140,S,,,0,Graduate Degree,Manual,No,0,0-1 Miles,Europe,30,Yes
22496,M,,,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,42,No
24065,S,,,0,High School,Manual,Yes,0,0-1 Miles,Europe,40,Yes
19914,M,,,5,Bachelors,Management,Yes,2,2-5 Miles,Europe,62,No
12871,S,,,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
22988,M,,,2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,66,Yes
15922,M,,,2,High School,Professional,Yes,4,0-1 Miles,Europe,48,No
12344,S,,,0,Bachelors,Professional,No,3,10+ Miles,Pacific,31,No
23627,S,,,3,Partial College,Management,No,4,5-10 Miles,Europe,56,No
27775,S,,,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Yes
29301,M,,,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,40,No
12716,S,,,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,No
12472,M,,,1,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,39,No
20970,S,,,2,Partial College,Manual,Yes,1,0-1 Miles,Europe,52,Yes
26818,S,,,3,High School,Manual,Yes,1,0-1 Miles,Europe,39,Yes
12993,M,,,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,37,No
14192,M,,,4,High School,Management,Yes,3,5-10 Miles,Europe,56,Yes
19477,M,,,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Yes
26796,S,,,2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,65,Yes
21094,S,,,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No
12234,M,,,2,Partial College,Manual,Yes,1,2-5 Miles,Europe,52,No
28683,S,,,1,High School,Manual,No,1,5-10 Miles,Europe,35,Yes
17994,S,,,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No
24273,M,,,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,55,Yes
26547,S,,,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Yes
22500,S,,,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Yes
23993,S,,,0,Partial College,Manual,No,1,0-1 Miles,Pacific,26,Yes
14832,M,,,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes
16614,M,,,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,32,No
20877,S,,,1,Bachelors,Clerical,Yes,0,1-2 Miles,Europe,37,Yes
20729,M,,,2,Partial College,Clerical,No,1,0-1 Miles,Europe,34,No
22464,M,,,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
19475,M,,,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Yes
19675,M,,,4,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,60,No
12728,S,,,0,Partial College,Clerical,No,1,1-2 Miles,Europe,27,No
26154,M,,,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,43,Yes
29117,S,,,1,Bachelors,Management,No,3,0-1 Miles,Pacific,48,No
17845,S,,,0,Partial High School,Manual,No,2,1-2 Miles,Europe,32,No
25058,M,,,1,Bachelors,Management,Yes,3,2-5 Miles,Pacific,47,No
23426,S,,,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No
14798,S,,,4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,Yes
12664,M,,,5,Partial College,Professional,Yes,4,0-1 Miles,Europe,59,No
23979,S,,,2,Partial College,Manual,No,0,0-1 Miles,Europe,50,No
25605,S,,,2,Partial College,Manual,No,1,0-1 Miles,Europe,54,Yes
20797,M,,,1,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No
21980,S,,,1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,44,Yes
25460,M,,,2,High School,Manual,Yes,0,0-1 Miles,Europe,40,Yes
29181,S,,,2,Bachelors,Professional,No,1,0-1 Miles,Pacific,38,Yes
24279,S,,,2,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,52,No
22402,M,,,0,Partial College,Manual,Yes,1,2-5 Miles,Pacific,25,Yes
15465,M,,,0,Partial College,Manual,No,1,0-1 Miles,Pacific,25,No
26757,S,,,1,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,47,Yes
14233,S,,,0,High School,Management,Yes,3,10+ Miles,Pacific,35,No
14058,S,,,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,Yes
12273,M,,,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,No
17203,M,,,4,Partial College,Professional,Yes,4,5-10 Miles,Europe,61,Yes
18144,M,,,5,Bachelors,Management,Yes,2,2-5 Miles,Europe,61,No
23963,M,,,0,Partial High School,Manual,No,2,0-1 Miles,Europe,33,No
17907,M,,,0,Partial College,Manual,Yes,1,2-5 Miles,Pacific,27,No
19442,S,,,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,37,Yes
17504,S,,,2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Yes
12253,S,,,0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,29,Yes
27304,S,,,2,Partial College,Professional,No,3,5-10 Miles,Europe,48,No
14191,M,,,4,Partial College,Professional,No,2,10+ Miles,Europe,55,Yes
12212,M,,,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,37,Yes
25529,S,,,1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No
22170,M,,,3,Partial College,Clerical,No,2,1-2 Miles,Pacific,55,Yes
19445,M,,,2,High School,Manual,No,1,0-1 Miles,Europe,38,No
15265,S,,,2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,66,Yes
28918,M,,,4,High School,Management,No,4,10+ Miles,Europe,58,No
15799,M,,,1,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,47,Yes
11047,M,,,3,High School,Skilled Manual,No,2,1-2 Miles,Pacific,56,Yes
18151,S,,,5,Partial College,Professional,No,2,10+ Miles,Europe,59,No
20606,M,,,0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,32,Yes
19482,M,,,1,Partial College,Clerical,Yes,1,0-1 Miles,Europe,44,Yes
16489,M,,,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,No
26944,S,,,2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Yes
15682,S,,,5,Bachelors,Management,Yes,2,10+ Miles,Europe,62,No
26032,M,,,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,41,No
17843,S,,,0,Partial High School,Manual,No,2,0-1 Miles,Europe,32,No
25559,S,,,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,25,Yes
16209,S,,,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,Europe,36,No
11147,M,,,2,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,67,Yes
15214,S,,,0,Graduate Degree,Management,No,1,1-2 Miles,Pacific,39,Yes
11453,S,,,0,Bachelors,Professional,No,3,10+ Miles,Pacific,33,Yes
24584,S,,,0,Bachelors,Professional,No,3,2-5 Miles,Pacific,31,No
12585,M,,,1,High School,Manual,Yes,0,2-5 Miles,Pacific,27,Yes
18626,S,,,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Yes
29298,S,,,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Yes
24842,S,,,3,High School,Professional,No,1,2-5 Miles,Europe,51,No
15657,M,,,3,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,Yes
11415,S,,,5,Partial College,Professional,No,2,10+ Miles,Europe,62,No
28729,S,,,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,26,Yes
22633,S,,,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
25649,S,,,3,Partial College,Clerical,Yes,0,0-1 Miles,Europe,42,Yes
14669,M,,,4,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,No
19299,M,,,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,36,Yes
20946,S,,,0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No
11451,S,,,0,Bachelors,Professional,No,4,10+ Miles,Pacific,31,Yes
25553,M,,,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,Yes
27951,S,,,4,Partial College,Professional,No,2,2-5 Miles,Europe,54,Yes
25026,M,,,2,Partial High School,Clerical,Yes,3,5-10 Miles,Pacific,54,No
13673,S,,,0,Partial High School,Manual,No,2,0-1 Miles,Europe,25,No
16043,S,,,1,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No
22399,S,,,0,Partial College,Manual,Yes,1,1-2 Miles,Pacific,26,Yes
27696,M,,,1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,43,Yes
25313,S,,,0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,No
13813,M,,,3,Partial College,Clerical,No,0,0-1 Miles,Europe,42,No
18711,S,,,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,39,No
19650,M,,,2,Partial College,Clerical,No,2,0-1 Miles,Pacific,67,No
14135,M,,,1,Partial College,Manual,Yes,0,1-2 Miles,Europe,35,No
12833,S,,,3,High School,Manual,Yes,1,0-1 Miles,Europe,42,Yes
26849,M,,,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No
20962,M,,,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
28915,S,,,5,High School,Management,Yes,3,10+ Miles,Europe,57,No
22830,M,,,4,Partial College,Management,Yes,3,10+ Miles,Europe,56,No
14777,M,,,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
12591,M,,,4,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
24174,M,,,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,27,Yes
24611,S,,,0,Bachelors,Professional,No,4,10+ Miles,Pacific,35,Yes
11340,M,,,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,70,Yes
25693,S,,,5,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,Yes
25555,M,,,0,Partial College,Manual,No,1,0-1 Miles,Pacific,26,Yes
22006,M,,,5,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,46,No
20060,S,,,0,High School,Manual,No,1,2-5 Miles,Europe,34,Yes
17702,M,,,1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,37,No
12503,S,,,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,27,No
23908,S,,,1,Bachelors,Clerical,No,1,0-1 Miles,Europe,39,Yes
22527,S,,,0,High School,Manual,No,1,2-5 Miles,Europe,29,No
19057,M,,,3,Bachelors,Management,No,2,10+ Miles,Europe,52,Yes
18494,M,,,5,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,Yes
11249,M,,,3,Partial College,Professional,Yes,3,0-1 Miles,Europe,51,Yes
21568,M,,,0,High School,Management,Yes,4,10+ Miles,Pacific,34,Yes
13981,M,,,5,High School,Skilled Manual,No,3,1-2 Miles,Pacific,62,No
23432,S,,,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,37,Yes
22931,M,,,5,Graduate Degree,Management,No,1,1-2 Miles,Pacific,78,Yes
18172,M,,,4,High School,Professional,Yes,3,0-1 Miles,Europe,55,No
12666,S,,,0,Bachelors,Professional,No,4,2-5 Miles,Pacific,31,No
20598,M,,,3,Partial High School,Professional,Yes,0,10+ Miles,Europe,59,Yes
21375,S,,,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,57,No
20839,S,,,3,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
21738,M,,,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,43,No
14164,S,,,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,36,Yes
14193,S,,,3,Partial College,Management,Yes,4,10+ Miles,Europe,56,No
12705,M,,,0,Bachelors,Management,Yes,4,0-1 Miles,Pacific,37,Yes
22672,S,,,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,No
26219,M,,,1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,Yes
28468,M,,,2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No
23419,S,,,5,Bachelors,Professional,Yes,3,10+ Miles,Pacific,39,No
17964,M,,,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
20919,S,,,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No
20927,S,,,5,High School,Manual,Yes,2,0-1 Miles,Europe,27,No
13133,S,,,5,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,Yes
19626,M,,,5,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,45,No
21039,S,,,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,37,Yes
12231,S,,,2,Partial College,Manual,Yes,0,0-1 Miles,Europe,51,Yes
25665,S,,,0,High School,Manual,No,1,1-2 Miles,Europe,28,No
24061,M,,,4,Partial High School,Manual,Yes,1,0-1 Miles,Europe,40,Yes
26879,S,,,0,High School,Manual,No,1,2-5 Miles,Europe,30,No
12284,M,,,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,36,Yes
26654,M,,,1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes
14545,M,,,2,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,No
24201,M,,,2,High School,Manual,Yes,0,0-1 Miles,Europe,37,Yes
20625,M,,,0,High School,Management,Yes,3,10+ Miles,Pacific,35,Yes
16390,S,,,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Yes
14804,S,,,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No
12629,S,,,1,Partial College,Manual,No,0,0-1 Miles,Europe,37,No
14696,S,,,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No
22005,M,,,5,Partial College,Skilled Manual,No,3,5-10 Miles,Pacific,46,No
14544,S,,,1,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No
14312,M,,,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,No
29120,S,,,1,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,No
24187,S,,,3,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,46,Yes
15758,M,,,0,Graduate Degree,Management,Yes,0,5-10 Miles,Pacific,48,No
29094,M,,,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Yes
28319,S,,,1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,46,Yes
16406,M,,,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Yes
20923,M,,,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes
11378,S,,,1,High School,Manual,No,1,2-5 Miles,Europe,46,Yes
20851,S,,,0,Partial College,Manual,No,1,2-5 Miles,Europe,36,Yes
21557,S,,,0,Partial College,Management,Yes,3,10+ Miles,Pacific,32,Yes
26663,S,,,2,Bachelors,Professional,No,1,0-1 Miles,Pacific,39,Yes
11896,M,,,1,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,36,Yes
14189,M,,,4,High School,Professional,No,2,2-5 Miles,Europe,54,Yes
13136,M,,,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,69,No
25906,S,,,5,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,No
17926,S,,,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,Yes
26928,S,,,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,62,Yes
20897,M,,,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No
28207,M,,,4,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,Yes
25923,S,,,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No
11000,M,,,2,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,40,Yes
20974,M,,,2,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,66,No
28758,M,,,2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Yes
11381,M,,,2,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,Yes
17522,M,,,4,Bachelors,Management,Yes,1,2-5 Miles,Pacific,47,No
21207,M,,,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,No
28102,M,,,4,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,58,Yes
23105,S,,,3,Partial High School,Clerical,No,2,5-10 Miles,Pacific,52,Yes
18740,M,,,5,Bachelors,Professional,No,1,0-1 Miles,Pacific,47,Yes
21213,S,,,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,No
17352,M,,,2,Graduate Degree,Management,Yes,1,5-10 Miles,Pacific,64,Yes
14154,M,,,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Yes
19066,M,,,4,Partial College,Professional,No,3,10+ Miles,Europe,54,No
11386,M,,,3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,45,No
20228,M,,,0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,40,Yes
16675,S,,,0,Graduate Degree,Management,No,3,0-1 Miles,Pacific,47,Yes
16410,S,,,4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,Yes
27760,S,,,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,37,Yes
22930,M,,,4,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,38,Yes
23780,S,,,2,Partial College,Clerical,No,2,0-1 Miles,Europe,36,Yes
20994,M,,,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,26,Yes
28379,M,,,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No
14865,S,,,2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,No
12663,M,,,5,Partial High School,Skilled Manual,Yes,2,10+ Miles,Europe,59,No
24898,S,,,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,32,No
19508,M,,,0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,No
11489,S,,,0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,Yes
